brinkey	unikey	keyword match	university	brinkeyPop	unikeyPop
['kankeronderzoek', 'bloedvatenstelsel']	['chirurgie']	False	uu	24	5
['grondwater', 'mathematische statistiek']	[]	False	wur	22	3235
['gynaecologie', 'zwangerschap']	[]	False	rug	23	3235
['hart- en vaatziekten', 'genexpressie']	[]	False	ul	81	3235
['voedingsmiddelentechnologie', 'tarwe']	['brood']	False	wur	12	1
['weefselleer ; menskunde', 'celbiologie']	[]	False	rug	94	3235
['niertransplantatie', 'virussen']	[]	False	rug	19	3235
['radiologie', 'neonatologie']	[]	False	ul	35	3235
['bouwkunst', 'ziekenhuizen']	[]	False	tud	7	3235
['reuma', 'erfelijke ziekten']	[]	False	rug	16	3235
['vermogensrecht', 'jeugdrecht']	['vermogensrecht', 'jeugdrecht']	True	rug	3	3
['genexpressie', 'ontwikkelingsbiologie']	[]	False	uu	10	3235
['privacy', 'economische delicten']	[]	False	rug	6	3235
['sociale uitkeringen', 'inkomensverdeling']	[]	False	ul	5	3235
['emoties', 'automobilisme']	[]	False	rug	9	3235
['oogheelkunde', 'neurologie']	[]	False	ul	31	3235
['nek- en rugklachten', 'pijn(bestrijding)']	[]	False	eur	19	3235
['fysische chemie', 'moleculen']	['elektrochemie']	False	wur	24	3
['thermodynamica', 'materialenkennis']	[]	False	rug	37	3235
['friese letterkunde', 'nederlandse letterkunde ; 19e eeuw']	['receptie', 'friesland']	False	rug	2	3
['prostaatkanker', 'erfelijkheidsleer']	[]	False	eur	40	3235
['dementie', 'syndroom van down']	['ziekte van alzheimer', 'syndroom van down', 'psychiatrie']	False	eur	7	13
['zangvogels', 'dierengenetica']	[]	False	rug	9	3235
['kankerbehandeling', 'ovaria']	['kanker']	False	rug	49	20
['psychofysiologie', 'cognitieve psychologie']	[]	False	rug	26	3235
['auto-industrie', 'productie']	['inkoop', 'technologie', 'industrie']	False	eur	6	16
['econometrische modellen', 'landbouweconomie']	['economische groei', 'nederland', 'landbouw', 'econometrische modellen']	False	wur	26	70
['bedrijfsorganisatie', 'energievoorziening']	[]	False	rug	12	3235
['hersenaandoeningen', 'schizofrenie']	['schizofrenie', 'psychiatrie']	False	rug	17	11
['china ; geschiedenis', "fresco's"]	[]	False	ul	2	3235
['semantiek', 'cognitieve psychologie']	[]	False	rug	25	3235
['kwantummechanica', 'differentiaalvergelijkingen']	[]	False	ul	26	3235
['egypte', 'archeologie']	['tempels']	False	ul	12	1
['pathofysiologie', 'hartritme(stoornissen)']	['cardiologie']	False	rug	6	32
['taxonomie (biologie)', 'plantengeografie']	[]	False	ul	6	3235
['immuuntherapie', 'darmkanker']	[]	False	ul	31	3235
['biotechnologie', 'moleculaire biologie']	[]	False	rug	66	3235
['microbiologie', 'massaspectrometrie']	[]	False	tud	40	3235
['visteelt', 'erfelijkheidsleer']	['hormonen', 'visteelt', 'vissen']	False	wur	35	9
['immuuntherapie', 'immunologie']	['antigenen']	False	rug	24	3
['procesindustrie', 'controletheorie (wiskunde)']	[]	False	tud	7	3235
['aminozuren', 'proteïnen']	['aminozuren']	False	ul	25	5
['elektrochemie', 'proteïnen']	[]	False	uu	25	3235
['spectroscopie', 'zonnecellen']	[]	False	rug	34	3235
['septikemie', 'enzymen']	['geneesmiddelen', 'septikemie']	False	rug	22	6
['ezechiël', 'exegese']	[]	False	uu	4	3235
['patroonherkenning', 'astronomie']	[]	False	rug	22	3235
['zetmeel', 'polymeren']	[]	False	rug	32	3235
['aansprakelijkheid', 'vervoersrecht']	[]	False	ul	6	3235
['fotochemie', 'moleculen']	[]	False	rug	17	3235
['europees recht', 'aansprakelijkheid']	[]	False	ul	11	3235
['ondernemingsrecht', 'aansprakelijkheid']	['taal']	False	eur	7	1
['patroonherkenning', 'algoritmen']	['algoritmen']	False	rug	40	2
['proteïnen', 'radiobiologie']	[]	False	rug	82	3235
['sociale relaties', 'pesten']	[]	False	rug	16	3235
['koorts', 'stofwisseling']	['koorts']	False	uu	41	1
['corrosie', 'aluminium']	[]	False	tud	12	3235
['ouderen ; gezondheidszorg', 'voedingsgewoonten']	['perceptie', 'ouderdom']	False	wur	21	7
['nanotechnologie', 'natuurkunde']	[]	False	tud	30	3235
['windturbines', 'elektriciteitsvoorziening']	[]	False	tud	3	3235
['geneesmiddelen', 'bloedsomloop']	[]	False	ul	30	3235
['microscopie', 'medische technologie']	['microscopie']	False	uu	11	5
['landbouwgronden', 'ecologie']	['costa rica', 'west-afrika']	False	wur	10	10
['darmziekten', 'aangeboren afwijkingen']	[]	False	eur	12	3235
['kwantummechanica', 'algoritmen']	[]	False	rug	39	3235
['logistiek', 'stedelijke economie']	[]	False	tud	13	3235
['veeteelt', 'ontwikkelingslanden']	['geiten', 'schapen', 'winsten']	False	wur	9	4
['mondhygiëne', 'bacteriën']	[]	False	rug	73	3235
['voetgangers', 'computertoepassingen']	[]	False	tud	9	3235
['trillingsleer', 'treinverkeer']	[]	False	tud	17	3235
['regeltechniek', 'toegepaste wiskunde']	[]	False	tud	21	3235
['jeugdgezondheidszorg', 'medische informatica']	['jeugdgezondheidszorg']	False	eur	13	2
['vuilverwerking', 'thermodynamica']	[]	False	tud	8	3235
['pijn(bestrijding)', 'neonatologie']	[]	False	eur	30	3235
['niertransplantatie', 'nier(ziekten)']	['transplantatie']	False	ul	32	5
['antibiotica', 'farmacologie']	[]	False	rug	43	3235
['spectroscopie', 'mechanica']	[]	False	rug	26	3235
['virologie', 'rna']	['virologie', 'initiatie']	False	wur	16	6
['infrastructuur', 'personenvervoer']	[]	False	tud	10	3235
['biotechnologie', 'farmacie']	['biotechnologie', 'farmaceutische producten']	False	wur	36	6
['geneesmiddelen', 'rna']	[]	False	rug	32	3235
['echografie', 'bloedvatenstelsel']	['echografie', 'cardiologie']	False	eur	21	14
['supergeleiding', 'ferromagnetische materialen']	[]	False	tud	15	3235
['gist', 'celbiologie']	[]	False	rug	94	3235
['optica', 'polymeren']	[]	False	tud	33	3235
['immunologie', 'parasitologie']	['immunologie']	False	wur	66	10
['landbouwkundig onderzoek', 'onkruidbestrijding']	['onkruidbestrijding', 'methodologie']	False	wur	10	5
['inflatie', 'werkloosheid']	['inflatie', 'werkloosheid', 'econometrische modellen']	False	rug	4	10
['insectenbestrijding', 'bloementeelt']	['genexpressie', 'plantenveredeling']	False	wur	13	15
['rooms-katholicisme', 'conflicten']	['macht']	False	uu	4	2
['neurale netwerken', 'algoritmen']	[]	False	tud	21	3235
['trombose', 'genen']	[]	False	ul	20	3235
['kwantumchemie', 'koolwaterstoffen']	['symmetrie', 'oplosmiddelen']	False	rug	14	3
['stervensbegeleiding', 'borstkanker']	['communicatie', 'kanker']	False	uu	15	12
['productontwikkeling', 'systeemontwikkeling (informatica)']	[]	False	tud	16	3235
['varkenshouderij', 'mest']	['compost']	False	wur	9	1
['proteïnen', 'lever(ziekten)']	[]	False	rug	101	3235
['mechanica', 'algoritmen']	[]	False	rug	20	3235
['organische chemie', 'fysische chemie']	[]	False	rug	22	3235
['sparen', 'pensioenverzekeringen']	[]	False	rug	2	3235
['differentiaalvergelijkingen', 'elektromagnetisme']	['elektromagnetisme', 'algoritmen']	False	rug	24	5
['materialenkennis', 'kristallen']	[]	False	ul	14	3235
['bouwbedrijf', 'bouwkunst ; geschiedenis']	['rococo', 'antwerpen']	False	uu	4	2
['polymeren', 'grensvlakchemie']	['polymeren']	False	rug	18	5
['darmkanker', 'oncologische chirurgie']	[]	False	rug	12	3235
['stamcellen', 'hematologie']	['embryologie', 'stamcellen', 'hematologie']	False	eur	19	16
['urologie', 'nier(ziekten)']	['hart- en vaatziekten']	False	rug	40	7
['materialenkennis', 'computersimulatie']	[]	False	rug	57	3235
['aminozuren', 'celbiologie']	[]	False	rug	93	3235
['vruchtbaarheid', 'overgewicht']	[]	False	rug	18	3235
['management', 'productieplanning']	['erp']	False	eur	16	1
['disease management', 'bloedziekten']	['hematologie']	False	rug	7	8
['longchirurgie', 'longkanker']	['longkanker']	False	eur	11	4
['ghana', 'bosbeheer']	['ghana', 'natuurlijke hulpbronnen', 'bossen', 'bosbeheer']	False	wur	15	21
['geneesmiddelengebruik', 'longziekten']	['antibiotica', 'cara', 'astma']	False	rug	23	17
['seismologie', 'geofysica']	[]	False	tud	12	3235
['spectroscopie', 'weidebouw']	['stress', 'spectroscopie', 'grasland', 'remote sensing']	False	wur	25	26
['scheepvaart', 'internationaal handelsrecht']	[]	False	rug	4	3235
['halfgeleiders', 'transistoren']	[]	False	uu	21	3235
['griekse taalkunde', 'syntaxis']	[]	False	uu	4	3235
['noordzee', 'sedimentologie']	['noordzee', 'foraminiferen']	False	uu	12	3
['biometrie', 'ecologie']	['algebra', 'ecologie', 'wiskunde', 'natuurbescherming']	False	wur	7	23
['sociale relaties', 'meetinstrumenten']	[]	False	rug	22	3235
['verkeerskunde', 'verkeersbeleid']	[]	False	tud	9	3235
['hart- en vaatziekten', 'enzymen']	['genen', 'cardiologie']	False	rug	90	28
['tomografie', 'cystic fibrosis']	[]	False	eur	20	3235
['elementaire-deeltjesfysica', 'spectroscopie']	[]	False	rug	17	3235
['baarmoederhalskanker', 'eierstokkanker']	[]	False	rug	12	3235
['insectenbestrijding', 'dierfysiologie']	[]	False	rug	11	3235
['computerbeveiliging', 'privacy']	[]	False	tud	7	3235
['luchtvaarttechniek', 'veiligheidstechniek']	[]	False	tud	7	3235
['chemotherapie', 'farmacokinetiek']	['farmacokinetiek', 'farmacologie']	False	eur	23	14
['inkomstenbelasting', 'vennootschapsbelasting']	['belastingrecht', 'nederland', 'vennootschapsbelasting']	False	rug	3	56
['autobiografie', 'vredesmissies']	['canada', 'duitsland', 'afghanistan', 'autobiografie', 'nederland', 'uitgeverij']	False	eur	3	65
['katalyse', 'hydrodynamica']	[]	False	tud	53	3235
['waterbeheer', 'leerprocessen']	[]	False	tud	15	3235
['farmacologie', 'infectieziekten']	[]	False	rug	60	3235
['rioleringen', 'hydrodynamica']	[]	False	tud	9	3235
['biotechnologie', 'gist']	[]	False	tud	34	3235
['kabels en leidingen', 'zakenrecht']	[]	False	uu	5	3235
['bevallingen', 'incontinentie']	['gynaecologie', 'verloskunde']	False	eur	5	9
['hartchirurgie', 'hersenfysiologie']	['chirurgie']	False	uu	21	5
['blaasinstrumenten', 'muziekgeschiedenis']	[]	False	uu	3	3235
['computerlinguïstiek', 'grammatica']	[]	False	tud	6	3235
['proteïnen', 'escherichia coli']	['escherichia coli', 'moleculaire biologie']	False	rug	86	6
['maagziekten', 'veeziekten']	[]	False	uu	8	3235
['streptokokken', 'celbiologie']	[]	False	rug	89	3235
['algen', 'klimaatveranderingen']	['klimaatveranderingen']	False	rug	13	3
['nier(ziekten)', 'hartfalen']	[]	False	rug	19	3235
['traumatologie', 'orthopedie']	['neurologie']	False	eur	22	16
['chemotherapie', 'ouderen ; gezondheidszorg']	['chemotherapie']	False	ul	24	3
['mondhygiëne', 'tandheelkunde']	[]	False	rug	18	3235
['gastro-enterologie', 'cystic fibrosis']	[]	False	rug	12	3235
['multiculturele samenleving', 'integratie (sociologie)']	[]	False	uu	3	3235
['antibiotica', 'ziekenhuisinfecties']	['antibiotica', 'ziekenhuizen']	False	eur	24	9
['manisch-depressieve stoornis', 'meerlingen']	[]	False	rug	5	3235
['ethiek', 'gedrag']	[]	False	rug	14	3235
['strafrecht', 'bestuursrecht']	['strafrecht', 'europees recht', 'bestuursrecht', 'nederland']	False	eur	10	25
['migraine', 'medische psychologie']	['migraine', 'neurologie']	False	eur	12	19
['chemotherapie', 'tumoren']	[]	False	rug	51	3235
['farmacologie', 'geneesmiddelen ; bijwerkingen']	['diarree', 'farmacokinetiek']	False	eur	47	4
['tanzania', 'epidemiologie']	[]	False	rug	34	3235
['gehoorapparaten', 'audiologie']	[]	False	rug	3	3235
['biomechanica', 'biomaterialen']	[]	False	tud	23	3235
['autoimmuunziekten', 'syndroom van gilles de la tourette']	[]	False	rug	5	3235
['nanotechnologie', 'materialenkennis']	[]	False	tud	52	3235
['amputaties', 'revalidatiegeneeskunde']	[]	False	rug	11	3235
['sociale relaties', 'adolescentie']	['adolescentie']	False	uu	17	2
['aardappelen', 'polymerisatie']	['plantenfysiologie', 'polymeren']	False	wur	21	23
['proteïnen', 'bloedvatenstelsel']	[]	False	uu	96	3235
['dienstensector', 'organisatieontwikkeling']	[]	False	eur	5	3235
['antibiotica', 'bacteriologie']	[]	False	rug	37	3235
['vliegen (biologie)', 'genomica']	[]	False	rug	12	3235
['radioastronomie', 'hoge-energiefysica']	[]	False	rug	7	3235
['midden- en kleinbedrijf', 'kwaliteitsmanagement']	[]	False	rug	8	3235
['meteorologie', 'zeewater']	['wind']	False	uu	6	1
['elektronische schakelingen', 'analoge techniek']	[]	False	tud	7	3235
['milieueconomie', 'goederenvervoer']	[]	False	tud	12	3235
['computers in het onderwijs', 'leerprocessen']	['computers in het onderwijs', 'sekseverschillen']	False	rug	12	6
['zuidoost-aziatische taal- en letterkunde', 'prosodie (taalwetenschap)']	['fonetiek']	False	ul	2	2
['magnetisme', 'moleculaire natuurkunde']	[]	False	rug	20	3235
['baarmoederhalskanker', 'psychosociale hulp']	[]	False	ul	11	3235
['milieutoxicologie', 'endocrinologie']	[]	False	wur	23	3235
['hepatitis', 'infectieziekten']	[]	False	eur	44	3235
['radar', 'remote sensing']	[]	False	tud	30	3235
['ademhalingsstoornissen', 'neonatologie']	['kindergeneeskunde', 'ademhaling']	False	rug	31	6
['voedselallergie', 'patiënten']	[]	False	rug	9	3235
['tanzania', 'akkerbouw']	['tanzania']	False	wur	5	2
['landbouwkundig onderzoek', 'west-afrika']	['landbouwkundig onderzoek', 'benin', 'methodologie', 'wetenschappelijk onderzoek', 'ghana', 'west-afrika']	False	wur	13	27
['apocriefen', 'handelingen der apostelen']	['apostelen', 'apocriefen']	False	rug	2	2
['humaan papillomavirus', 'baarmoederhalskanker']	['baarmoederhalskanker', 'humaan papillomavirus', 'gynaecologie', 'verloskunde']	False	eur	6	12
['systeemontwikkeling (informatica)', 'veiligheidstechniek']	[]	False	rug	9	3235
['waterzuivering', 'membranen']	['watervoorziening', 'drinkwater', 'waterzuivering']	False	wur	26	6
['vaste stoffen ; mechanica', 'gesteenten']	[]	False	uu	5	3235
['kankerbehandeling', 'gentherapie']	['gentherapie']	False	rug	60	5
['kristallografie', 'vitaminen (biologie)']	['enzymen']	False	rug	8	7
['geluidshinder ; verkeer', 'luchtverkeer']	[]	False	tud	2	3235
['latijns-amerika', 'economische crises']	[]	False	rug	3	3235
['optische instrumenten en technieken', 'lithograferen']	[]	False	tud	8	3235
['intelligente transportsystemen', 'verkeersbeleid']	[]	False	tud	8	3235
['immunologie', 'antigenen']	['vaccinatie']	False	ul	63	3
['orthopedische chirurgie', 'psychologie']	[]	False	rug	5	3235
['seksuologie', 'tumoren']	[]	False	eur	31	3235
['hersenen', 'dierfysiologie']	['ratten']	False	eur	14	5
['cholesterol', 'stofwisseling']	[]	False	rug	51	3235
['genen', 'ziekte van parkinson']	['neurologie', 'ziekte van parkinson']	False	eur	63	3
['polymerisatie', 'nier(ziekten)']	[]	False	rug	30	3235
['zelfdoding', 'gedragstherapie']	['gedragstherapie']	False	rug	3	1
['radiobiologie', 'meetinstrumenten']	[]	False	tud	8	3235
['hart- en vaatziekten', 'huisartsen']	['cardiologie']	False	eur	78	32
['hartchirurgie', 'biomarkers']	['hartchirurgie', 'cardiologie']	False	rug	14	13
['immunologie', 'proteïnen']	[]	False	uu	75	3235
['plantkunde', 'hormonen']	['genen']	False	wur	18	9
['aluminium', 'vaste stoffen ; mechanica']	[]	False	tud	25	3235
['bodemvruchtbaarheid', 'bacteriën']	['organisch afval']	False	wur	74	1
['variantie-analyse', 'data mining']	[]	False	rug	9	3235
['outsourcing', 'management']	['inkoop', 'bedrijven', 'economie', 'industrie']	False	eur	19	20
['tomografie', 'weefselleer ; menskunde']	['osteoporose']	False	eur	17	3
['productontwikkeling', 'marktonderzoek']	['productontwikkeling']	False	rug	13	2
['hersenen', 'bloedsomloop']	[]	False	eur	14	3235
['biodiversiteit', 'boerderijen']	['perceptie', 'akkerbouw']	False	ul	10	10
['endocrinologie', 'celbiologie']	['genexpressie']	False	eur	92	17
['huisartsen', 'pathologische anatomie']	['huisartsen']	False	rug	3	2
['orthopedie', 'biomaterialen']	[]	False	eur	22	3235
['kankerbehandeling', 'celdood']	[]	False	rug	56	3235
['hart- en vaatziekten', 'aderverkalking']	['hart- en vaatziekten']	False	rug	79	7
['vietnam', 'bosbeheer']	['vietnam', 'demografie']	False	uu	11	2
['zeeflora', 'plantengenetica']	[]	False	rug	10	3235
['monetaire politiek', 'internationale economie']	[]	False	rug	6	3235
['keel-, neus- en oorziekten', 'radiotherapie']	[]	False	uu	44	3235
['kankerbehandeling', 'hematologie']	[]	False	ul	60	3235
['zuid-australië', 'zwangerschap']	[]	False	rug	20	3235
['sociaal-wetenschappelijk onderzoek', 'kankeronderzoek']	[]	False	eur	8	3235
['scheepsbouw', 'marine']	[]	False	tud	5	3235
['biochemie', 'organische chemie']	['katalyse', 'organische chemie']	False	wur	51	5
['grensvlakchemie', 'polymeren']	[]	False	rug	34	3235
['immuuntherapie', 'niertransplantatie']	['niertransplantatie']	False	ul	21	2
['vliegen (biologie)', 'zintuigfysiologie']	['biofysica']	False	rug	14	1
["pcb's", 'milieutoxicologie']	['farmacokinetiek', 'toxicologie']	False	uu	3	11
['hart- en vaatziekten', 'moleculaire biologie']	[]	False	rug	107	3235
['algen', 'biotechnologie']	['algen', 'fotosynthese']	False	wur	10	3
['kwantumchemie', 'vaste-stoffysica']	[]	False	rug	10	3235
['zimbabwe', 'maïs']	['zimbabwe', 'onkruidbestrijding']	False	wur	9	11
['keel-, neus- en oorziekten', 'biomaterialen']	[]	False	rug	55	3235
['paleobotanie', 'kustgebieden']	[]	False	rug	8	3235
['sterven', 'etnische groepen ; nederland']	['maatschappelijke gezondheidszorg']	False	eur	8	1
['astrofysica', 'gassen ; mechanica']	[]	False	uu	13	3235
['hart- en vaatziekten', 'niertransplantatie']	[]	False	rug	77	3235
['fysische chemie', 'colloïdchemie']	[]	False	wur	16	3235
['spoorwegen', 'logistiek']	[]	False	tud	13	3235
['biochemie', 'ziekte van parkinson']	[]	False	rug	56	3235
['reumatologie', 'zwangerschap']	['zwangerschap']	False	eur	24	6
['ecologie', 'landbouw']	['biodiversiteit']	False	ul	14	1
['copd', 'astma']	[]	False	rug	26	3235
['nek- en rugklachten', 'bekken (anatomie)']	['orthopedie']	False	eur	20	4
['farmacotherapie', 'psychofarmaca']	[]	False	rug	15	3235
['genen', 'zenuwstelsel']	[]	False	uu	54	3235
['radiotherapie', 'medische technologie']	[]	False	eur	21	3235
['fysische chemie', 'organische chemie']	[]	False	rug	20	3235
['bacteriologie', 'vaccinatie']	[]	False	uu	24	3235
['organische chemie', 'koolwaterstoffen']	[]	False	uu	28	3235
['tandheelkundige materialen', 'tandheelkunde']	[]	False	rug	17	3235
['proteïnen', 'schimmels']	[]	False	rug	89	3235
['informatieverwerking', 'computerlinguïstiek']	[]	False	rug	5	3235
['stamcellen', 'celtherapie']	[]	False	rug	7	3235
['kunstmatige intelligentie', 'atomen']	['neurale netwerken']	False	tud	10	2
['interstellaire materie', 'melkwegstelsels']	['interstellaire materie']	False	ul	13	1
['computersimulatie', 'stromingsleer']	[]	False	tud	29	3235
['spraak (computertechniek)', 'signaalverwerking']	['signaalverwerking']	False	rug	7	1
['algen', 'fotosynthese']	[]	False	wur	10	3235
['vloeistoffen ; mechanica', 'polymerisatie']	[]	False	rug	18	3235
['visteelt', 'voortplanting']	['puberteit']	False	uu	16	1
['bestuurswetenschap', 'waterbeheer']	['rijn']	False	tud	21	1
['verpleegkundige technieken', 'schizofrenie']	['schizofrenie']	False	uu	6	5
['financiële markten', 'risicoanalyse']	[]	False	uu	17	3235
['melkwegstelsels', 'radioastronomie']	[]	False	rug	8	3235
['proteïnen', 'stofwisseling']	[]	False	rug	121	3235
['genomica', 'toxicologie']	['toxicologie', 'genexpressie']	False	wur	12	17
['kwaliteitsmanagement', 'china ; economie']	[]	False	rug	11	3235
['depressiviteit', 'endocrinologie']	[]	False	rug	17	3235
['hartchirurgie', 'biomedische techniek']	[]	False	eur	22	3235
['werkgelegenheidspolitiek', 'inkomensverdeling']	[]	False	rug	5	3235
['radiologie', 'orthopedie']	[]	False	uu	25	3235
['nanomaterialen', 'materialenkennis']	[]	False	rug	30	3235
['veehouderij', 'java (eiland)']	['veeteelt', 'veehouderij', 'geschiedenis']	False	wur	6	11
['halfgeleiders', 'energiebesparing']	[]	False	rug	24	3235
['statistiek', 'waarschijnlijkheidsrekening']	[]	False	rug	10	3235
['stress', 'hart- en vaatziekten']	[]	False	ul	27	3235
['gynaecologie', 'kanker']	['kanker']	False	rug	29	20
['kosmologie', 'melkwegstelsels']	[]	False	rug	10	3235
['milieubeleid', 'speltheorie']	['milieubeleid', 'speltheorie', 'technologiebeleid']	False	rug	17	20
['kindergeneeskunde', 'pijn(bestrijding)']	['kinderen']	False	eur	34	13
['landinrichting', 'landbouwgronden']	['agrarische sociologie', 'landbouwbeleid', 'nederland', 'ruimtelijke ordening']	False	wur	13	72
['verkeerswegen', 'informatievoorziening']	[]	False	tud	9	3235
['regionale economie', 'marketing']	[]	False	rug	12	3235
['plantenfysiologie', 'metalen']	['oppervlaktewater', 'bodemverontreiniging']	False	wur	44	5
['chirurgie', 'darmziekten']	['chirurgie', 'tumoren']	False	eur	35	14
['immuuntherapie', 'baarmoederhalskanker']	['baarmoederhalskanker']	False	rug	22	2
['bankwezen', 'milieueconomie']	[]	False	eur	12	3235
['regenwouden', 'waterbeheer']	[]	False	tud	23	3235
['bomenteelt', 'bodemvruchtbaarheid']	['bodemvruchtbaarheid', 'kenia', 'agroforestry', 'oost-afrika']	False	wur	10	20
['spectroscopie', 'grensvlakchemie']	[]	False	rug	39	3235
['waarschijnlijkheidsrekening', 'integraalrekening']	[]	False	tud	13	3235
['overstromingen', 'computersimulatie']	[]	False	tud	48	3235
['differentiaalvergelijkingen', 'mathematische natuurkunde']	[]	False	rug	21	3235
['kenia', 'landbouweconomie']	['productie', 'kenia', 'koffie']	False	wur	28	13
['plastische chirurgie', 'schisis']	['plastische chirurgie', 'spraakstoornissen']	False	rug	6	3
['schizofrenie', 'neuropsychologie']	[]	False	rug	13	3235
['hormonen', 'schildklier(ziekten)']	[]	False	eur	21	3235
['psychofarmaca', 'schizofrenie']	['psychofarmaca', 'nederland', 'schizofrenie']	False	rug	9	56
['methodologie', 'epidemiologie']	[]	False	rug	35	3235
['biochemie', 'tomografie']	[]	False	rug	48	3235
['milieutechniek', 'productontwikkeling']	[]	False	tud	22	3235
['systeemtheorie', 'algoritmen']	['systeemtheorie', 'differentiaalvergelijkingen', 'algoritmen']	False	rug	22	6
['financieel management', 'accountancy']	[]	False	rug	9	3235
['regenwouden', 'guyana']	[]	False	uu	7	3235
['keel-, neus- en oorziekten', 'geneesmiddelen ; bijwerkingen']	['toxicologie', 'doofheid']	False	uu	63	4
['veeziekten', 'vaccinatie']	['rundvee', 'infectieziekten']	False	wur	25	16
['rundvee', 'kunstmatige inseminatie (vee)']	['diergedrag', 'rundvee', 'geslachtshormonen']	False	wur	11	12
['bankwezen', 'wet- en regelgeving']	[]	False	eur	7	3235
['radiologie', 'cardiologie']	[]	False	tud	21	3235
['vliegen (biologie)', 'voortplanting']	[]	False	rug	23	3235
['nanotechnologie', 'magnetische materialen']	[]	False	rug	30	3235
['natuurbeheer en -ontwikkeling', 'landbouweconomie']	['boerderijen', 'institutionele economie', 'landbouw', 'nederland', 'natuurbescherming']	False	wur	31	72
['milieueconomie', 'metaalkunde']	[]	False	tud	13	3235
['curaçao', 'jeugdstrafrecht']	[]	False	eur	2	3235
['farmacokinetiek', 'infectieziekten']	[]	False	rug	45	3235
['biotechnologie', 'biochemie']	[]	False	rug	34	3235
['materialenkennis', 'werktuigbouwkunde']	[]	False	tud	13	3235
['tuberculosebestrijding', 'farmacologie']	[]	False	rug	25	3235
['gastro-enterologie', 'huisartsgeneeskunde']	['huisartsgeneeskunde']	False	rug	24	1
['biochemie', 'voedingsmiddelentechnologie']	['organische chemie', 'spectroscopie']	False	wur	63	8
['namibië', 'aids']	[]	False	rug	3	3235
['genen', 'gastro-enterologie']	['gastro-enterologie']	False	eur	70	10
['stadsplanologie', 'landschapsbouw']	['milieubeheer', 'geografische informatiesystemen', 'ruimtelijke ordening']	False	wur	6	19
['investeringen', 'china ; economie']	['auto-industrie', 'innovatie', 'china']	False	eur	9	5
['speltheorie', 'besluitvorming']	[]	False	tud	14	3235
['supergeleiding', 'kwantummechanica']	[]	False	tud	9	3235
['ziektekosten', 'psychiatrie']	[]	False	eur	8	3235
['voedselallergie', 'fruit']	['allergie', 'fruit']	False	uu	9	8
['cognitieve therapie', 'mindfulness']	[]	False	rug	3	3235
['melkwegstelsels', 'computersimulatie']	[]	False	rug	51	3235
['dierengenetica', 'ontwikkelingsbiologie']	[]	False	uu	8	3235
['gentherapie', 'spierziekten']	['gentherapie']	False	uu	10	5
['milieuwetenschappen', 'landschapsarchitectuur']	['milieubeheer', 'natuurbescherming']	False	wur	6	10
['plantenziekten', 'plantenveredeling']	['plantenziekten']	False	wur	37	2
['cardiologie', 'prenatale diagnostiek']	[]	False	uu	18	3235
['katalyse', 'metalen']	[]	False	tud	53	3235
['moleculaire biologie', 'vaccinatie']	[]	False	uu	38	3235
['thermodynamica', 'enzymen']	['thermodynamica', 'enzymen']	True	rug	31	7
['orthodontie', 'tandheelkunde']	[]	False	rug	15	3235
['nanotechnologie', 'elektronen']	[]	False	rug	40	3235
['diabetes', 'stofwisseling']	['enzymen', 'endocrinologie']	False	eur	67	10
['polymerisatie', 'polymeren']	['polymerisatie']	False	rug	37	2
['immunologie', 'bacteriologie']	[]	False	uu	72	3235
['weefselleer ; menskunde', 'beendergestel']	['geiten', 'stamcellen']	False	uu	15	4
['hiv', 'lymfocyten']	['hiv', 'immunologie']	False	eur	9	10
['antibiotica', 'infectieziekten']	[]	False	rug	62	3235
['chemische industrie', 'vetten']	[]	False	rug	19	3235
['coatings', 'biomaterialen']	['biomaterialen']	False	uu	28	7
['polymerisatie', 'supramoleculaire chemie']	[]	False	rug	11	3235
['verloskunde', 'neonatologie']	[]	False	uu	27	3235
['rivieren', 'hydrologie']	[]	False	tud	18	3235
['zonne-energie', 'zonnecellen']	[]	False	uu	12	3235
['alvleesklier(ziekten)', 'geneesmiddelen ; bijwerkingen']	[]	False	eur	28	3235
['psychofarmaca', 'syndroom van gilles de la tourette']	['neurologie']	False	rug	7	16
['elementaire-deeltjesfysica', 'microscopie']	[]	False	tud	14	3235
['diabetes', 'meetinstrumenten']	['meetinstrumenten']	False	rug	34	3
['funderingstechniek', 'grondmechanica']	[]	False	tud	6	3235
['vruchtbaarheid', 'arbeidsomstandigheden']	['arbeidsomstandigheden']	False	rug	17	1
['leukemie', 'genexpressie']	['leukemie']	False	eur	15	3
['mobiele communicatie', 'communicatiesystemen']	[]	False	tud	14	3235
['vluchtelingenvraagstuk', 'asielrecht']	['internationaal recht', 'mensenrechten']	False	ul	5	4
['geneesmiddelen', 'hiv']	['hiv']	False	uu	28	1
['preventieve gezondheidszorg', 'vaccinatie']	[]	False	rug	24	3235
['ziekteleer', 'gehandicapte kinderen']	[]	False	eur	4	3235
['taxonomie (biologie)', 'groenteteelt']	['dna', 'plantenveredeling', 'herbaria']	False	wur	5	10
['neurofysiologie', 'therapieën']	[]	False	rug	34	3235
['hart- en vaatziekten', 'zwangerschap']	['hart- en vaatziekten', 'cardiologie', 'aangeboren afwijkingen', 'zwangerschap']	False	rug	92	17
['streptokokken', 'bacteriologie']	[]	False	rug	18	3235
